MID,Nom,Adresse1,Adresse2,CP,Ville,Telephone
76149460,GOBLOT SANDRINE,16 RTE DE LA MER,TABAC CHEZ MERE L'OIE,76730,AUZOUVILLE SUR SAAN.,235832374
76149689,GINI RUDY TABAC PRESSE,CTRE CIAL BELLE ETOILE,30 RUE JACQUES PREVERT,76290,MONTIVILLIERS,235306727
76149800,LEGRAS ALBERT BAR TABAC,14 ROUTE DEPARTEMENTALE 925,,76260,ETALONDES,235508883
76150225,COFFIN ALEXANDRA PRESSE,5 PLACE DU DOCTEUR CALMETTE,,76300,SOTTEVILLE LES ROUEN,235653239
76150287,FRIESS DIDIER,9 RUE BOISSEL,AU CARRE D'AS TABAC,76710,MONTVILLE,235337074
76150295,SADIGH REZVANI PAUL,LA CIVETTE CAUCHOISE,34 RUE FERDINAND LECHEVALLIER,76190,YVETOT,235950810
76150467,DUMAS SYLVIE TABAC,46 RUE FELIX FAURE,,76170,LA FRENAYE,276163943
76150497,VARIN SANDRINE,MAISON DE LA PRESSE,4 - 6 BD DE LATTRE DE TASSIGNY,76170,LILLEBONNE,235380520
76150685,MARIE THIERRY BAR TABAC,2 QUAI DUQUESNE,,76200,DIEPPE,235842172
76150686,SUCRE MELINA TABAC,17 ROUTE DE BARENTIN,L ESTAMINET NORMAND,76480,ST PIERRE DE VARENGEVILLE,232805835
76150983,DESCHAMPS DAVID,BAR TABAC PRESSE AU RELAX,6 ROUTE DE DIEPPE,76370,DERCHIGNY GRAINCOURT,235839457
76151466,DUCHEMIN SEBASTIEN PRESSE,1 RUE DU GAL DE GAULLE,,76810,LUNERAY,235853505
76151865,RENOULT DOMONIQUE,37 RUE GEORGES LIOT,TABAC LA CAROTTE,76420,BIHOREL,235600089
76151925,LARVOR GILLES SARL,LIBRAIRIE DU CENTRE,134 RUE DUELZEN,76520,BOOS,235790650
76151945,LAMY PASCAL,19 RUE ROLLON,TABAC LE ROLLON,76000,ROUEN,235719487
76163455,JIANG CHRISTOPHE,LE CHIQUITO,4 RUE JEAN GAUMENT,76500,ELBEUF,235770890
76163586,BENET FREDERIC TABAC,LE ROYALTY,19 FAUBOURG MARTINVILLE,76000,ROUEN,967218276
76166238,LE BUAN PHILIPPE TABAC,2 RUE SADI CARNOT,,76620,LE HAVRE,235463389
76166670,PRAT PRESSE LOISIRS,66 RUE DE MARTINVILLE,,76000,ROUEN,235717576
77000219,ASENSIO MARIA,LE PONTAULT,87 AV. LUCIEN BRUNET,77340,PONTAULT COMBAULT,164409383
77000497,BEAUGRAND,AUX BONS AMIS,26, RUE DES BORDES,77160,PROVINS,164000132
77000851,BONDON GILBERTE,LE JEAN JAURES,31 RUE JEAN JAURES,77440,LIZY SUR OURCQ,160017073
77004263,KOY CHRISTINE,LE JEREMILY,20, PLACE CLAUDE MONET,77400,SAINT THIBAULT DES VIGNES,160350892
77103516,MUNOZ ANNIE,MAISON DE LA PRESSE,45, RUE PASTEUR,77660,ST JEAN LES 2 JUMEAUX,164359065
77103779,OHLEYER ROBIN,TABAC PRESSE,65 BIS AVENUE JEAN JAURES,77420,CHAMPS SUR MARNE,164689773
77103782,LAMOTTE LABINIA,C.CIAL PABLO PICASSO,RUE JEAN F.MILLET,77380,COMBS LA VILLE,160606300
77104054,MARTIN ALAIN,23 RUE DU MONTBILLARD,CC VILLE HAUTE,77120,COULOMMIERS,164034314
77106045,VIGUIE,LE BALZAC,92 RUE DE PARIS,77140,NEMOURS,164280232
77107857,CURATEAU,LE SAINT YON  C C DE LA FONTAI,RUE DU PETIT PARC,77150,LESIGNY,160023467
77110384,FOIREST PHILIPPE,ALLEZ LISEZ,CTRE CIAL LA JALAISE,77280,OTHIS,160033102
77110781,VENEREUX DANIELLE,LE FONTENOY,73 RUE GAL DE GAULLE,77430,CHAMPAGNE SUR SEINE,164231202
77113421,PANAYOTOPOULOS,CTRE CIAL ORLY PARC,PLACE MARCEL RIVIERE,77400,LAGNY SUR MARNE,160079842
77114567,MARON,BOULANGERIE-PATISSERIE,23 RUE D'ARQUEIL,77176,NANDY,160634958
77116293,TABAC DE LA MAIRIE,33, RUE CHARLES PATHE,,77173,CHEVRY COSSIGNY,164056724
77120307,VENTURA ROBERT,AU RENDEZ VOUS DU PECHEUR,25 RUE DU GAL HUERNE,77515,POMMEUSE,164750842
77126126,HEDOU PHILIPPE,TABAC DE LA FONTAINE,26, PLACE DE LA FONTAINE,77174,VILLENEUVE LE COMTE,160430014
77127760,JAWHARI EL HACHMI,LE JUPITER,8 RUE DE LUREAU,77131,TOUQUIN,164044982
77131661,NAREL ROBERT,BAR TABAC,8 PLACE GAMBETTA,77100,MAREUIL LES MEAUX,160018779
77131998,SEVE PHILIPPE,LE CARNOT,8 RUE CARNOT,77000,MELUN,164370169
77133587,GOMES MARTINS KARINE,TABAC DU CENTRE,25 RUE DE L'EGLISE,77170,BRIE COMTE ROBERT,164050136
77134207,METIN MONTEVRAIN,34 ROUTE DE PROVINS,RD 231,77144,MONTEVRAIN,0
77134433,METIN SA POMPONNE,34 ROUTE DE PROVINS,STATION ESSO RD 231,77144,MONTEVRAIN,164127806
77134936,METIN LAGNY,34 ROUTE DE PROVINS,RD 231,77144,MONTEVRAIN,0
77134954,BURGOT ALAIN,7 RUE DE L'EGLISE,,77580,BOULEURS,164637078
77135444,BUROT PAQUITA,SNC DU MOULIN,2 PLACE COLUCHE,77370,GASTINS,164087139
77136004,NAUDIN PATRICK,TABAC,7 AVENUE CHARLES ROUXEL,77340,PONTAULT COMBAULT,603288733
77136576,BOUKECHOUD NAJIM,RADAR MARKET,6 RUE DU COUDRAY,77460,SOUPPES SUR LOING,164282317
77138162,FORGET,LE LOUKSOR,38 GRANDE RUE,77480,BRAY SUR SEINE,160589371
77138915,DUTEMPLE BENOIT,AU RENDEZ-VOUS SNC,38 GRANDE RUE,77840,COULOMBS EN VALOIS,164356000
77139829,LIN,19 RUE SAINT AMBROISE,,77000,MELUN,164370393
77139892,QUACH JEAN-LOUIS,14 PLACE DU BOIS DE GRACE,,77420,CHAMPS SUR MARNE,164682365
77139943,COPPIN LUC,TABAC DU MARCHE,1, PLACE DU MARCHE,77270,VILLEPARISIS,160219216
77140245,CLAUSS JULIE,AU THOURY,39 RUE DE FLAGY,77940,THOURY FEROTTES,628781221
77140660,PHUONG SYLVAIN,TABAC PRESSE,8 PLACE DE L'EUROPE,77184,EMERAINVILLE,160176717
77140837,TARI PASCAL,TABAC LA FONTAINE ST FIACRE,27 GRANDE RUE,77520,MONS EN MONTOIS,164017598
77141061,COURTIER JULIE,C.CIAL DES SOURCES,2-12 RUE DES SOURCES,77178,SAINT PATHUS,160616597
77141831,TIOULONG THAVISITH,SNC CLAYE D'ARGENT,74 RUE JEAN JAURES,77410,CLAYE SOUILLY,160268812
77142097,SAS LOZUPONE,CAFE DU COMMERCE,15 RUE DE PARIS,77220,TOURNAN EN BRIE,164426839
77142173,RIBEIRO,LA CHOPE,16 RUE DE PARIS,77171,SOURDUN,164003412
77142905,PIEROT HERVE,SNC L'ECLUSE,4 RUE DES BUTTES,77140,NEMOURS,164280064
77143045,LAM ANH BAR DES SPORTS,M. PHAM LAURENT,1 RUE SAINT LAMBERT,77290,COMPANS,174926049
77143689,DAVIES JEAN,41 ROUTE DE NANTEUIL,,77160,PROVINS,164001284
77143772,LAMBERT ERIC,LA RENAISSANCE,15 GRANDE RUE,77114,GOUAIX,164007622
77143787,NABOULTANE SYLVIE,TABAC PRESSE C.C INTERMARCHE,ROUTE DE MONTFERMEIL,77500,CHELLES,164214782
77144320,BOUNYASIT THAO VONGSAVATH,TABAC MARTIGNONI,10 RUE DES LABOURS,77700,MAGNY LE HONGRE,160459323
77144998,SIHABOUTH THAVIDETH,CTRE CIAL INTERMARCHE,1 ROND POINT ROCCASECCA,77183,CROISSY BEAUBOURG,160064666
77145227,DRUG PRESS,MME HAMMAD ISABELLE,CTRE CIAL RUE DE L'ABREUVOIR,77380,COMBS LA VILLE,160606000
77145356,PERIN CRISTINA,TABAC PRESSE,84 RUE FAUBOURG ST NICOLAS,77100,MEAUX,160440886
77145692,LEBOURG STEPHANE,LR COMMUNICATIONS,31 AV DU G.DE GAULLE,77610,FONTENAY TRESIGNY,164259079
77146126,BASCHIERA,LA CIVETTE DE LAGNY,21 RUE DU CHEMIN DE FER,77400,LAGNY SUR MARNE,164302869
77147167,CUNHA FRANCIS,LIBRAIRIE SAINT PIERRE,4 RUE DU GUINEBERT,77140,ST PIERRE LES NEMOURS,164283947
77147374,THEBAUD SOPHIE,LA TABATIERE DU ROY,65 AVENUE DU GAL DE GAULLE,77780,BOURRON MARLOTTE,164456718
77147564,SNC CIDECA,TABAC PRESSE LOTO,C.CIAL LECLERC,77160,PROVINS,164001172
77147578,MARTIGNONI BRUNO,TABAC DU CENTRE,65 RUE DU GENERAL LECLERC,77100,MEAUX,609665986
77148014,KAYGISIZ MUJDAD,13 RUE DES PRES DE LA COMTESSE,CAFE  BAR,77160,PROVINS,164004778
77148087,VERCASSON LAURENT,MAISON DE LA PRESSE,17 RUE CYPRIEN BORGNON,77860,COUILLY PONT AUX DAMES,160042709
77148849,HOCH XIAO HONG,EURO TABAC,4 RUE DU 5 SEPTEMBRE 1914,77165,SAINT SOUPPLETS,662958573
77149459,NEVES MARIA,LE XV,1 RUE GEORGES FRISEZ,77124,CHAUCONIN NEUFMONTIERS,160222324
77150396,TONG PHUOC LOC,BUSSY PRESSE,2 PLACE DE LA MARNE,77600,BUSSY ST GEORGES,164774936
77151256,CARVALHO JOSE,LES PETITS PAPIERS,57 GRANDE RUE,77250,MORET SUR LOING,160702214
77151403,SUPERETTE DE LA CHAPPE,EPICERIE,4 RUE LAENNEC,77500,CHELLES,650324436
77151405,ENIS ET INES,MAESTRO PIZZA,20 ROUTE DE CLAYE,77290,MITRY MORY,160210819
78000009,ABDESSELEM ABDEL,C.C. DES MERISIERS,TAB LES MERISIERS,78190,TRAPPES,130501919
78103636,VANNEREAU GUYLAIN,2 BIS RUE CHARLES DE GAULLE,TABAC PRESSE,78840,FRENEUSE,130932329
78103878,CNUDDE Fabrice,LE SALENGRO,59 BLD ROGER SALENGRO,78200,MANTES LA VILLE,130928630
78104008,POTTERIE,MAGPRESSE,11, PLACE MANDELA,78340,LES CLAYES SOUS BOIS,961407010
78104067,CHEVALLIER,SNC LIBRAIRIE DES INDES,PLACE STENDHAL,78500,SARTROUVILLE,975407368
78107837,PIGNOL JEAN-PIERRE,20 RUE DES ETATS GENERAUX,LE GAULOIS,78000,VERSAILLES,139500675
78114164,PREVEL PASCALE,3 PLACE DE LA MAIRIE,LE CELTIQUE,78930,GUERVILLE,130426804
78115576,MENEUST CATHERINE,AU SOLEIL D'OR,45 RUE PIERRE TROUVE,78660,ABLIS,130591126
78119683,OHANA PROSPER PIERRE,CAFE DES CHARMETTES,15 ROUTE DE MONTESSON,78110,LE VESINET,139520241
78119982,BAO WEILIN,LIBR.PRESSE C.C. LES CHARVAUX,55, AVENUE DES ROBARESSES,78570,ANDRESY,950923909
78121153,AMAND DANY,17 RUE MAURICE DREUX,TABAC   LE SAPHORA,78670,VILLENNES SUR SEINE,139758029
78125479,GATTA L'EPOQUE,CC  VIGNES BENETTES,46/50 AV PRES. KENNEDY,78230,LE PECQ,139580500
78133163,MOREAU VERONIQUE,CAFE DE LA POSTE,7 GRANDE RUE,78720,DAMPIERRE EN YVELINES,130525333
78135366,ANDRADE ELDA,TABAC PRESSE LES 4 ARBRES,RUE DU FOND DES ROCHES,78990,ELANCOURT,669455937
78135575,GOUNELLE YVAN,LA FONTAINE,AVENUE DU COLONEL FABIEN,78210,ST CYR L'ECOLE,130454580
78136792,THEOT ISABELLE,19 RUE DE MONTREUIL,,78000,VERSAILLES,139503191
78138069,LOPES CECILIA,BAR DE LA MARINE,42 RUE VICTOR HUGO,78800,HOUILLES,660907923
78138277,BURDEYRON JEAN-PAUL,LE PONT HARDY,1 RUE RAYMOND PATENOTRE,78120,RAMBOUILLET,134832877
78138871,PEZET PHILIPPE,LA CLE ST PIERRE,9 RUE D'ATHENES,78990,ELANCOURT,130680137
78138872,ROBERT HERVE,TABAC PARIWEST,AV.GUTTEMBERG / C.C. AUCHAN,78310,MAUREPAS,130667828
78138914,FABRY YANNICK,LE LONGCHAMP,19 RUE DE LA PORTE ST MARTIN,78770,THOIRY,134874013
78138938,RANGON JEAN-CHRISTOPHE,TABAC PRESSE LOTO DU PONTEL,3 PLACE DU PONTEL/CC LE PONTEL,78640,VILLIERS ST FREDERIC,134893748
78139215,DO VALE LUIS BRUNO,LE BRAZZA,2 RUE JEAN JAURES,78560,LE PORT MARLY,139584414
78139275,LEROUX LUC,L'EUROPE,2 PLACE DES CAUSSES,78180,MONTIGNY LE BRETONNEUX,130609741
78139434,HERISSON DIDIER,CAFE DES SPORTS,10 GRANDE PLACE,78720,CERNAY LA VILLE,134852675
78139435,LOPEZE ERIC,TABAC PRESSE DES 7 MARES,15 RUE DU CHEMIN AUX BOEUFS,78990,ELANCOURT,130512350
78139636,GABELLE DEBORAH,LE DISQUE BLEU,35 GRANDE RUE,78440,PORCHEVILLE,134796067
78139679,LE BATAVIA,115 BLD ROGER SALENGRO,,78200,MANTES LA VILLE,134772229
78140983,SARL ZIDOUR,RELAIS TOTAL DE LA COUTURE,ROUTE NATIONALE 13,78270,CHAUFFOUR LES BONNIERES,134761178
78141505,FINS DOS SANTOS CLAUDE,RUE DES ROSIERS,CTRE CIAL SIMPLY MARKET,78480,VERNEUIL SUR SEINE,139717036
78141561,VITTORI PIERRETTA,57 RUE DE CHARTRES,VJ PRESSE,78610,LE PERRAY EN YVELINES,134846549
78141963,TOTAL FONTAINE SAINT MARTIN,SARL CHEVREY,7 AV GEORGES CLEMENCEAU,78480,VERNEUIL SUR SEINE,139282000
78142461,HUTEAU LIONEL,SNC ANAMAE,2 RUE DE L'ACQUEDUC,78170,LA CELLE SAINT CLOUD,139691977
78142874,KUOCH,TABAC LE MANDARIN,50, ROUTE DE SAINT GERMAIN,78860,ST NOM LA BRETECHE,134628043
78143476,LIKHARRO FREDERIC,LE WEEK END,64 ROUTE DE VERNEUIL,78130,LES MUREAUX,134740541
78143477,"ZOU XIAOOU ""LA SOURCE""",CTRE CIAL LOUIS BLERIOT,PLACE DU MARCHE,78280,GUYANCOURT,619190534
78143826,LIU OLIVIER,CAFE DE LA MAIRIE,21 RUE SAINT PIERRE,78890,GARANCIERES,621063081
78144661,ZHAN LILI,LE BALTO,5 RUE AUX MOUTONS,78300,POISSY,139198045
78144803,LUSSON WILLIAM,LA SOURCE J.J.,34 RUE JEAN JAURES,78100,ST GERMAIN EN LAYE,966889182
78146307,ALIER PATRICK,LE MILWAUKEE,106 RUE PASTEUR,78700,CONFLANS SAINT HONORINE,629485262
78146617,DE AZEVEDO FILIPE,MAG PRESSE,29 ROUTE DE PARIS,78760,JOUARS PONTCHARTRAIN,961052927
78147130,VIELLE RICHARD,BAR DU CHATEAU,23 RUE DE LA REPUBLIQUE,78650,BEYNES,134891058
78148239,M.2I,TABAC DE LA VALLEE,165 RUE DE PARIS,78470,ST REMY LES CHEVREUSE,130520039
78148823,GOLUBOVIC PHILIPPE,CAFE DE LA POSTE,4 RUE DES ETATS GENERAUX,78000,VERSAILLES,133500656
78149162,CHAO GNAK,TABAC DE LA MAIRIE,21 GRANDE RUE,78910,TACOIGNIERES,134946452
78149623,LAM PAUL,LE MARIGNY,46 RUE DE LA DIVISION LECLERC,78460,CHEVREUSE,130521619
78149891,MUZY FREDERIC,CTRE CIAL VELIZY 2 - TABAC,2 AVENUE DE L'EUROPE,78140,VELIZY,134659074
78150599,ALMEIDA LOUIS,LE GAMBETTA,27 BOULEVARD GAMBETTA,78300,POISSY,139650181
78150845,RODRIGUES DO VALE MARIA,CAFE DU BOURG,4 PLACE DE L'EGLISE,78170,LA CELLE SAINT CLOUD,687667570
78151334,BOUMEZIOUD AMMAR,SNC BA. LE BISTRO DE PARIS,38 RUE DE PARIS,78100,SAINT GERMAIN EN LAYE,134510616
78163338,LI FEIYUN,'LE PETIT PRINCE',1 BIS RUE ST EXUPERY,78300,POISSY,139115902
78163583,PEDROSA ANDRE,LE PASSY,141 RUE LEON DESOYERS,78100,SAINT GERMAIN EN LAYE,134510787
78163633,MAGDA JACKY,LE CLAUDEL,13 PLACE PAUL CLAUDEL,78180,MONTIGNY LE BRETONNEUX,130489464
79002303,DELOUVEE  TABAC,66 RUE DU 24 FEVRIER 66,,79000,NIORT,549240810
79002426,DESPRES DOMINIQUE TABAC,2 RUE DE LA HUCHETTE,,79300,BRESSUIRE,549650202
79008326,GEOFFRIAUD PASCAL  TABAC,80 RUE DU BOURG,,79230,AIFFRES,549320237
79102534,LALEVEE MICHEL BAR TABAC,5 RUE DES ROCHES,,79320,MONCOUTANT,549726109
79104767,VERRON BAR TABAC LE PALAIS,6 PLACE DES TRIBUNAUX,,79000,NIORT,549350297
79105663,GIRAUD BAR TABAC,4 ROUTE DE LA FORET,,79210,USSEAU,549049302
79112410,BARBAT    TABAC -JOUETS,40, RUE SAINT MEDARD,,79100,THOUARS,549664453
79125168,BOIREAUD TABAC EPICERIE,RUE DE L EGLISE,LE BOURG,79110,COUTURE D ARGENSON,549078043
79125218,DELAUNAY PATRICK TABAC BAR,1 RUE DE LA VENDEE,,79140,CIRIERES,549805204
79126558,AYRAULT   BAR TABAC,54 RUE DE LATTRE DE TASSIGNY,,79380,LA FORET SUR SEVRE,549808440
79126812,BOUFFARD  SNC LE RENOIR,CTRE COM. INTERMARCHE,,79500,ST LEGER DE LA MARTINIERE,549073458
79126818,CHARRON JACQUELINE TABAC,55 GRANDE RUE DU COMMERCE,,79110,CHEF BOUTONNE,549273548
79127327,JUBERT  TABAC BAR LE MARIGNY,8 RUE DU CALVAIRE,,79140,COMBRAND,549820850
79131786,SALMON JEAN GUY TABAC,5, 7 PLACE DES HALLES,GEODIS EXPRES,79170,BRIOUX SUR BOUTONNE,549072797
79133086,GOUJON FREDERIC BAR TABAC,403 RUE DE L EGLISE,SAINT MARSAULT,79380,LA FORET SUR SEVRE,549808772
79133517,MOREAU LIONEL BAR TABAC,8 ROUTE DE NIORT,,79410,ST MAXIRE,549355194
79134846,CHAMPEAUD RICHARD TABAC,7 PLACE DE L'EGLISE,,79200,LE TALLUD,549953787
79135497,CATELLA ALAIN TABAC,98 GRAND RUE,,79210,MAUZE SUR LE MIGNON,549263079
79136233,THONNEAU FREDERIC TABAC BAR,3 PLACE DU PARADIS,,79220,CHAMPDENIERS ST DENIS,549041465
79138893,BAPTISTE RICHARD TABAC,14 PLACE LABATE,LE CHENE VERT,79300,BRESSUIRE,549741653
79138919,HUMEAU SNC HED TABAC PRESSE,5 PLACE DU CHATEAU,,79160,COULONGES SUR L AUTIZE,549061199
79139347,DELARBRE MME  TABAC PRESSE,8 PLACE DU MARCHE,,79500,MELLE,549270149
79140082,REQUEJO LUCIEN BAR TABAC,30 RUE JACQUES QUARTIER,,79000,NIORT,962221111
79140546,RIGLET ALAIN TABAC,13 PLACE DES EPOUX LAURENT,,79370,CELLES SUR BELLE,549797440
79141003,CONSTANTIN JOEL BAR TABAC,44 GRANDE RUE,,79210,MAUZE SUR LE MIGNON,549088645
79141126,PUI  TABAC  PRESSE,23 RUE DUGUESCLIN,,79170,CHIZE,549767236
79141406,DEQUIN LAETITIA BAR TABAC,95 AV DE LIMOGES,,79000,NIORT,549760219
79143653,CHARRUYER ELISABETH TABAC,26 A PLACE CAIL,,79110,CHEF BOUTONNE,549298537
79143921,ALLONNEAU SYLVAIN TABAC BAR,2 PLACE DU GENERAL DE GAULLE,,79350,CLESSE,549653023
79143975,SAPIN BRIGITTE PRESSE,3 RUE DE L ANJOU,,79130,SECONDIGNY,549956741
79144782,DERVEEUW SANDIE TABAC,1 A 3 RUE DU GAL DE GAULLE,,79390,THENEZAY,549630292
79145069,BABIN JEAN FRANCOIS,BAR TABAC LE CHOUAN,33 AVENUE HENRI BARBUSSE,79100,THOUARS,549662633
79146045,CATHELINEAU DIDIER,PROXI,13 RUE DU SOLEIL COUCHANT,79400,SAINT GEORGES DE NO.,549954114
79146541,CADOT SANDRINE,BAR TABAC CHEZ SANDY & SAMY,1B RUE DES TAMARIS,79150,GENNETON,621614247
79147281,CHERON CHRISTOPHE TABAC PRESSE,10 PLACE JEANNE D ARC,,79700,ST AMAND SUR SEVRES,549816712
79148049,HENOUX LEROUX TABAC BAR PRESSE,LE DIPLOMATE,234 RUE RIBRAY,79000,NIORT,549734996
79148091,QUINTARD FABRICE,2 PLACE DU CHAMP DE FOIRE,BAR TABAC LE SPORTING,79500,ST ROMANS LES MELLE.,549270416
79149470,ALLARD NATHALIE TABAC BAR,24 PLACES DES CLOITRES,,79340,MENIGOUTE,549702008
79149497,GAMBA DAVID STUDIO PRESSE,SARL STUDIO FABRICE BY DAVID,CTRE CIAL INTER RTE DE NIORT,79370,CELLES SUR BELLE,549797421
79149977,CANTET YANN TABAC BAR,22 ROUTE DE BRESSUIRE,,79300,BREUIL CHAUSSEE,549651631
79150466,MARCHAIS CATHERINE,SNC LA PAYSE,PLACE DE LA PAYSE,79120,LEZAY,549295350
79151275,DAVID  TABAC  PRESSE,36 RUE STE CATHERINE,,79000,NIORT,549248131
79151727,SNC IDEAL ANNE ROZENN LETANG,2 PLACE DE L EGLISE,TABAC,79510,COULON,549359033
79151885,CREPIN AUZOU BAR TABAC,2 CTRE CCIAL LE PANIER FLEURIS,,79400,SAINT MAIXENT  L ECOLE,549065130
79166767,ELOI REGIS BAR TABAC,3 RUE DES SABLIERES,,79420,BEAULIEU SOUS PARTHENAY,549706443
80100757,DUBUC JEAN PIERRE TABAC LOTO,3 PLACE DU GAL LECLERC,,80120,RUE,322250243
80114000,PURNELLE CORINNE  TABAC,13 RUE ST MARTIN AUX WAIDES,,80000,AMIENS,322916691
80120026,SNC BAMIERE  TABAC LE BAPAUME,165 BD DE BAPAUME,,80000,AMIENS,322470340
80122444,FEE  CLAIRE TABAC,18 R  COMMANDEMENT UNIQUE,,80600,DOULLENS,322772111
80124108,CARETTE GREGORY TABAC,243 CHAUSSEE JULES FERRY,,80090,AMIENS,322465835
80125933,HAUTEFEUILLE CAFE EPICERIE TAB,239 RUE DE L EGLISE,,80132,VAUCHELLES LES QUESNOY,322312489
80125937,POCHOLLE LAURENCE,TABAC DES SPORTS,83 RUE DE DAOURS,80650,VIGNACOURT,322529272
80126630,LELEU NICOLE   TABAC,14 RUE PAUL CORNET,,80470,SAVEUSE,322541411
80126820,DEVALOIS TABAC PICARDY,28 RUE PRINCIPALE,,80610,BETTENCOURT ST OUEN,322516134
80128394,DARIBOT CAFE TABAC,13 RUE JEAN JAURES,,80000,AMIENS,322919881
80132470,BOUCARD VALERIE BAR TABAC,10 RUE DE SALLENELLE,,80230,PENDE,322608760
80135208,DE VERGARA JACKY BAR TABAC,3 PLACE LUCIEN BULTE,,80360,LONGUEVAL,322850205
80135490,VILTART SYLVIE BAR TABAC,39 RUE FREDERIC PETIT,LE FAIRPLAY,80000,AMIENS,322916196
80136056,LEGRAND LA PIERRE QUI TOURNE,17 CHAUSSEE BRUNEHAUT,,80200,BRIE,322845886
80136610,DENEVE NATHALIE TABAC,1 AVENUE DE LA REPUBLIQUE,,80300,ALBERT,322746683
80138121,ISRAEL CAROLE TABAC,71 RUE DU MARECHAL FOCH,,80100,ABBEVILLE,322240342
80138716,MINIL VERONIQUE BAR TABAC,RUE DU 8 MAI 1945,C.CIAL PIERRE ROLLIN,80090,AMIENS,322950416
80139490,GUETTE PASCAL BAR TABAC,69-71 RUE DE LA REPUBLIQUE,,80000,AMIENS,322912861
80140064,HEMELSDAEL FREDERIC,TABAC LA GAULOISE,57 CHAUSSEE DU BOIS,80100,ABBEVILLE,322233207
80140533,BRUVIER CHRISTINE PRESSE,LE MOT PASSANT,13 PLACE DE L AMIRAL COURBET,80100,ABBEVILLE,322272953
80141208,SPICHER GERARD BAR TABAC,3 RUE DU CHATEAU MILAN,,80000,AMIENS,322482668
80142562,BAYARD SANDRINE BAR TABAC,5 RUE HENRI CORNE,,80150,AGENVILLERS,322233279
80143150,SNC LE ROYAL MR HOIN,12 RUE DU GENERAL LECLERC,,80580,PONT REMY,322233556
80143732,DEHEDIN OLIVIER,SNC ANOLIVE TABAC PILE OU FACE,79 AVENUE VASSEUR,80120,QUEND PLAGE,322277759
80143769,LONGUET SOREL  TABAC DU CENTRE,5 RUE DE LA HOTTEE,,80160,ST SAUFLIEU,322893159
80143978,SNC OUTURQUIN  TABAC BAR,6 RUE EMILE DEBRIEC,,80450,CAMON,322462765
80144478,PLE JACKY LE BISTROT ST LEU,62 RUE SAINT LEU,,80000,AMIENS,658630501
80144897,JOURDAIN CATHERINE TABAC,LE CHEVAL BLANC,11 RUE D AMIENS,80260,NAOURS,322451017
80145016,LEFEUVRE STEPHANE TABAC,9 RUE DUMERIL,,80000,AMIENS,322921637
80145070,LINE CHRISTIAN TABAC,17 RUE DES BOUCHERIES,,80600,DOULLENS,322325398
80145096,RASSE KEVIN CENTER PRESSE,CTRE CIAL LECLERC,AVENUE DE LA DEFENSE PASSIVE,80136,RIVERY,322700888
80145719,LECAT BERTRAND PRESSE,ZA LE PARC,24 AV DU PARC,80130,FRIVILLE ESCARBOTIN,322610382
80145789,HOLLINGUE PATRICIA BAR TABAC,237 PLACE DE LA REPUBLIQUE,,80470,ST SAUVEUR,322519043
80146007,JOURNE ANDRE TABAC,5 ROUTE NATIONALE,,80690,AILLY LE HAUT CLOCHER,322280107
80146403,NOBLOT REMI,LE RIVE DROITE BAR TABAC,4 RUE LEDIEN,80100,ABBEVILLE,322240292
80146501,THERY ELIE  NUL BAR AILLEURS,22 PLACE A. DUJARDIN,BAR TABAC,80090,AMIENS,322463087
80147591,DOVERGNE ANTHONY,LE FLANDRE,16 RUE ANDRE TEMPEZ,80600,DOULLENS,322324279
80148374,SCHNEIDER ERIC SNC LA CIVETTE,LA CIVETTE DE LA PLAGE,678 BD DE LA PLAGE,80790,FORT MAHON PLAGE,322310379
80148551,FOURNIER SOPHIE BAR TABAC,3 RUE JAMES VACANDARD,,80430,BEAUCAMPS LE VIEUX,322905015
80148611,EL OUTMANI MOHAMED,TABAC LE GUYNEMER,9 RUE GEORGES GUYNEMER,80080,AMIENS,322430835
80149039,DEBURE JEAN MICHEL TABAC,SNC ESPLANADE,139 ESPLANADE DU GAL LECLERC,80350,MERS LES BAINS,605402524
80149449,ILARRAZ JOHNNY,CAFE DE LA PLACE,11 PLACE DU 8 MAI,80800,MERICOURT L ABBE,322406336
80150263,DANY DAMIEN & CAROUGE CLAIRE,DCM PRESSE,AVENUE DU PRESIDENT AURIOL,80100,ABBEVILLE,322310547
80150684,POLLEUX GODBERT SNC,BAR TABAC,136 RUE VALENTIN HAUY,80000,AMIENS,322392155
80151129,PRUDHOMME MYRIAM TABAC,TABAC DE LA POSTE,47 RUE GASTON MORIN,80620,DOMART EN PONTHIEU,322540211
80151641,FERON ERIC,L ECHO DE LA MER,2 RUE DU 8 MAI,80230,BRUTELLES,322261501
80163367,BARDOUX JEAN PIERRE,BAR TABAC COCKTAILS REVES,5 ROUTE DE OISEMONT,80140,LE TRANSLAY,322284898
80163652,DUPONT VINCENT,SNC LE BAR DU CENTRE,34 RUE ROGER GODARD,80420,FLIXECOURT,322516606
81004738,LEGRAND,TABAC JOURNAUX LOTO,8 PLACE DU BARRY,81150,MARSSAC SUR TARN,563554757
81103197,SYPRESS,TABAC PRESSE,17 QUAI DES ESCOUSSIERES,81800,RABASTENS,563338846
81107479,CAPUS GILLES,TABAC PRESSE ALIMENTATION,AVENUE ROUTE ST JUERY,81000,ALBI,563451865
